4,000
3,000
4,500
4,000
3,000
2,800
2,910
2,690
4,000
3,500
2,200
3,150
2,500
2,500
3,777
3,700
6,969
2,969
3,111
3,333
3,750
4,250
2,900
4,575
7,777
3,222
4,500
5,000
6,000
6,666
6,500
6,000
4,750
3,600
4,785
2,699
2,800
2,800
2,850
2,850
2,950
2,975
3,250
3,050
3,350
2,999
2,999
3,000
3,100
3,350
4,500
4,550
3,800
3,850
4,000
3,500
3,999
5,000
2,900
3,150
3,050
3,050
3,100
3,142
3,145
3,150
3,150
3,155
3,175
3,195
3,200
3,200
3,220
3,225
7,777
3,355
3,275
3,500
5,500
3,222
3,250
3,300
3,333
3,345
3,350
3,350
3,350
3,350
3,350
3,350
24,999
3,250
3,350
3,350
3,350
3,350
3,350
3,360
3,888
3,399
3,400
3,400
3,400
3,400
3,400
3,400
3,425
3,444
3,450
3,450
3,450
3,450
3,450
3,450
3,500
3,500
3,500
3,533
3,469
3,500
3,525
3,525
3,550
3,555
3,555
3,555
3,569
3,569
3,575
3,600
3,600
3,650
3,650
3,650
3,655
3,666
3,690
3,700
3,750
3,745
3,750
3,600
3,669
3,750
3,745
3,750
3,725
3,750
3,750
5,500
4,200
3,750
3,750
3,750
3,769
3,777
3,800
3,800
3,825
3,850
3,850
3,899
6,500
3,950
4,350
4,950
4,000
4,000
4,200
4,250
4,000
4,350
4,000
4,550
4,650
5,150
10,000
4,444
4,111
4,250
4,777
5,000
6,500
5,500
3,955
4,075
3,900
3,900
3,949
3,950
3,950
3,950
3,950
3,955
3,955
3,969
3,975
3,975
3,999
3,999
4,000
4,000
4,000
6,000
4,150
4,350
4,450
4,000
4,025
4,500
4,150
4,250
4,200
4,225
5,050
7,750
15,000
8,900
4,300
4,975
5,375
4,242
4,020
4,050
4,055
4,055
4,055
4,066
4,069
4,575
4,750
4,755
4,775
5,750
5,800
4,444
4,700
6,500
6,250
4,150
4,250
4,350
4,750
5,000
5,450
5,420
6,500
6,000
4,100
4,100
14,000
5,250
3,998
4,300
4,450
4,500
5,000
5,000
5,225
5,445
4,150
7,000
7,000
4,100
4,500
5,000
5,175
4,090
4,200
4,210
4,333
4,950
5,000
5,200
3,850
3,950
4,330
5,350
6,500
6,500
7,000
7,950
4,150
4,199
4,255
4,269
4,750
4,750
4,175
4,000
4,105
4,150
4,100
4,175
4,200
4,200
4,200
4,205
4,233
4,250
4,300
4,300
4,300
4,325
4,325
4,375
4,215
5,150
5,450
5,500
4,250
4,250
4,250
4,275
4,275
4,325
4,350
4,350
6,000
4,500
4,750
4,700
4,745
4,750
4,799
4,800
4,800
4,850
4,900
4,900
4,990
5,000
6,100
4,999
5,000
5,000
5,000
5,000
5,000
5,000
5,000
5,025
5,030
5,033
5,050
5,050
5,075
5,075
5,075
5,099
5,100
5,100
5,100
5,125
5,150
5,175
5,175
5,199
5,200
5,250
5,250
5,250
5,300
5,300
5,300
5,375
5,395
5,400
5,400
5,421
5,500
5,500
5,500
5,500
5,500
5,500
5,500
5,600
5,700
5,700
5,700
5,750
5,750
5,750
5,750
5,750
5,800
6,000
6,000
6,000
6,000
6,000
6,000
6,000
6,000
6,025
6,050
6,050
6,075
6,100
8,500
6,175
6,099
6,100
6,100
6,100
6,100
6,125
6,130
6,150
6,150
6,169
6,175
6,185
6,200
6,200
6,200
6,210
6,215
6,220
6,225
6,250
10,000
8,000
6,250
6,250
6,270
6,275
6,290
6,290
6,299
6,300
6,300
6,300
6,300
6,300
6,300
6,333
6,399
7,600
6,350
6,370
6,375
6,399
6,400
6,400
6,400
6,400
6,400
6,420
6,450
6,450
6,450
6,500
6,500
6,500
6,500
6,500
6,500
6,500
6,500
6,550
6,600
6,650
6,650
7,500
6,900
6,700
18,750
7,095
6,700
6,700
6,700
6,700
6,750
6,750
6,769
6,800
6,800
6,800
6,800
6,850
6,850
6,900
6,900
6,900
6,900
6,900
6,900
6,900
6,950
6,969
6,969
6,975
7,400
8,000
7,000
7,000
10,000
7,225
7,000
9,000
8,000
7,225
7,230
7,235
7,275
7,300
7,300
7,300
7,333
7,350
7,350
7,375
7,400
7,400
7,444
7,450
6,975
6,999
7,000
7,000
7,000
7,000
7,000
7,025
7,025
7,050
7,100
7,100
7,100
7,120
7,125
7,125
7,125
7,125
7,150
7,150
7,155
7,170
7,175
7,175
7,180
7,190
7,195
7,199
7,200
7,200
9,000
7,500
7,400
7,444
7,456
7,100
7,325
7,493
7,495
7,500
7,500
7,500
7,500
7,500
7,500
7,500
7,500
7,510
7,555
7,569
7,575
7,575
7,600
7,600
7,600
7,666
7,700
7,750
7,777
7,777
7,800
7,800
7,800
7,800
7,500
7,800
7,805
7,888
7,999
8,000
8,000
8,000
8,000
8,000
8,000
8,000
8,000
8,025
8,100
8,100
8,111
8,125
8,135
8,145
8,150
17,000
9,000
8,150
8,200
8,222
8,225
8,245
8,275
8,299
8,300
8,325
8,350
8,369
8,399
8,425
8,435
8,499
8,500
8,500
8,500
8,500
8,535
8,575
8,600
8,635
8,650
8,699
8,750
8,799
8,900
8,999
18,099
9,000
10,350
8,750
9,000
9,000
9,000
9,100
9,125
9,135
9,150
9,155
9,165
9,195
9,200
9,222
9,225
9,333
10,475
9,265
9,325
9,335
9,345
9,395
9,444
9,465
9,495
9,499
9,500
9,555
9,585
9,666
9,750
9,777
9,888
9,899
10,000
10,500
10,000
10,000
10,000
10,001
10,099
10,111
10,125
10,199
10,199
10,200
10,220
10,222
10,300
10,300
10,450
10,475
10,500
10,500
10,525
10,550
10,555
10,600
10,600
10,700
10,750
10,800
10,850
10,900
16,000
12,000
12,000
12,150
17,000
12,000
15,000
22,500
12,999
12,170
12,155
12,350
12,369
12,370
12,400
12,450
12,475
12,550
12,740
12,850
12,900
12,950
12,999
15,000
13,000
13,000
13,000
13,000
13,050
13,075
13,125
13,250
13,275
13,300
13,500
13,500
13,750
13,850
14,000
14,000
17,000
16,000
14,095
14,199
14,300
15,000
15,050
15,075
15,095
15,100
15,150
15,175
15,200
15,250
15,250
15,300
15,300
15,300
15,350
15,369
15,369
15,399
15,400
15,444
15,445
15,450
18,500
15,700
15,550
15,600
15,600
15,600
15,600
15,650
15,675
15,750
15,775
15,777
15,800
15,800
15,825
15,850
15,875
15,900
15,975
15,999
15,950
16,000
16,000
16,050
16,075
16,075
16,100
16,100
16,200
16,200
16,250
16,300
16,300
16,300
16,400
16,421
16,500
16,700
16,950
16,999
17,000
17,000
17,100
17,100
17,150
17,200
17,250
17,300
17,300
17,400
17,500
17,550
17,575
17,600
17,700
17,950
17,999
18,000
18,050
15,151
16,700
17,299
14,990
15,000
10,655
10,500
11,650
11,800
12,177
12,105
12,000
12,000
12,000
12,000
12,250
12,300
12,650
11,887
11,888
11,899
11,900
11,950
12,000
12,455
12,500
13,200
13,223
13,421
13,800
1,969
14,000
13,855
14,300
19,000
14,122
10,000
12,369
13,000
13,900
17,000
14,000
13,000
13,950
13,950
14,000
14,170
14,000
13,900
13,999
14,250
13,900
13,500
13,950
15,000
14,199
14,250
1,200
12,000
12,500
14,400
24,000
14,300
14,350
14,800
14,444
14,450
15,500
16,000
16,998
17,999
18,300
17,999
27,500
17,000
17,810
18,500
1,750
15,000
16,500
16,999
17,500
17,775
18,000
18,075
18,400
19,000
17,500
17,890
17,999
16,500
17,998
16,850
17,500
17,000
17,840
78,000
18,000
18,300
20,202
17,800
18,050
18,000
18,250
19,000
19,000
18,750
18,750
28,880
21,500
18,500
16,420
18,350
18,000
18,349
18,420
18,425
18,750
19,150
19,500
19,075
16,900
17,250
18,650
16,500
15,999
17,800
10,000
14,694
9,999
11,111
11,999
11,000
12,500
13,000
13,500
1,450
20,000
14,555
14,999
15,998
16,000
20,000
16,000
19,050
15,000
15,799
14,900
14,500
13,000
3,999
13,998
10,000
10,000
18,000
13,790
13,600
13,300
13,269
13,100
8,000
13,679
12,499
12,500
13,200
9,999
12,999
11,500
13,240
13,250
12,500
14,500
12,700
13,000
15,669
11,500
14,899
19,420
1,400
14,000
12,000
16,000
11,950
11,400
11,400
11,500
11,999
26,000
15,999
12,000
14,000
15,250
13,000
13,999
15,000
11,111
9,999
11,111
14,000
8,350
8,999
14,000
12,099
11,111
9,999
10,400
8,000
7,325
8,666
8,500
7,900
5,000
5,000
18,000
5,000
16,750
16,000
15,889
15,500
15,000
7,500
6,900
6,995
13,500
8,400
8,500
6,400
9,500
8,100
7,600
7,000
13,000
7,500
7,350
7,300
7,500
6,300
8,500
7,500
6,500
8,999
6,250
7,350
7,500
8,000
