5,700
5,800
7,350
25,000
15,200
6,499
12,000
7,400
6,750
8,000
7,282
9,969
10,000
9,900
10,000
19,300
18,500
18,500
19,000
10,500
20,000
19,250
11,000
13,500
10,000
12,500
13,000
18,950
12,000
19,999
14,000
9,000
11,500
10,900
9,999
8,400
7,000
9,000
9,999
19,400
